user_id,platform_id,session_id,IL_eKey.space_mean,IL_eKey.space_median,IL_eKey.space_q1,IL_eKey.space_q3,IL_eKey.space_std,IL_Key.spacet_mean,IL_Key.spacet_median,IL_Key.spacet_q1,IL_Key.spacet_q3,IL_Key.spacet_std,IL_th_mean,IL_th_median,IL_th_q1,IL_th_q3,IL_th_std,IL_Key.spacea_mean,IL_Key.spacea_median,IL_Key.spacea_q1,IL_Key.spacea_q3,IL_Key.spacea_std,IL_sKey.space_mean,IL_sKey.space_median,IL_sKey.space_q1,IL_sKey.space_q3,IL_sKey.space_std,IL_dKey.space_mean,IL_dKey.space_median,IL_dKey.space_q1,IL_dKey.space_q3,IL_dKey.space_std,IL_he_mean,IL_he_median,IL_he_q1,IL_he_q3,IL_he_std,IL_tKey.space_mean,IL_tKey.space_median,IL_tKey.space_q1,IL_tKey.space_q3,IL_tKey.space_std
090e14f795db6d9fad9fc4ddd6ff5094,3,1,0.0001397857142857,0.0001419999999999,9.4e-05,0.00018475,6.703865540627525e-05,0.0003216,0.00035,0.000245,0.000398,0.0001288149836005,0.0001784285714285,0.000177,0.000174,0.000184,1.144344270542658e-05,0.0006354285714285,0.000651,0.0004315,0.0008685,0.0002967821070206,0.0002080833333333,0.0001425,8e-05,0.0002144999999999,0.0002494162123232,0.0001308181818181,0.000129,9.4e-05,0.0001695,5.615837993001254e-05,0.0001948571428571,0.000214,0.000117,0.0002615,8.430584908816344e-05,0.0001194999999999,0.000116,9.7e-05,0.0001385,3.981205847478877e-05
090e14f795db6d9fad9fc4ddd6ff5094,3,2,0.0001474210526315,0.000135,0.000115,0.000168,6.270594140684994e-05,0.0002887999999999,0.000162,0.000145,0.000201,0.0002991273976084,0.0001581875,0.000153,0.000144,0.00016725,2.193085725638649e-05,0.0004713333333333,0.000318,0.0003095,0.0005565,0.0002804324042141,0.0001822857142857,0.00016,0.000145,0.000208,7.643889560887676e-05,0.0001408999999999,0.0001394999999999,0.000117,0.000163,3.647358252519516e-05,0.0001981666666666,0.0002105,0.0001085,0.0002485,0.0001181615483782,0.0001123333333333,0.000123,9.25e-05,0.00013325,3.059847490752875e-05
0b368dc281d8fec53d8ecaa40d0f35eb,1,1,0.0001122222222222,1.5e-05,-8e-06,6.4e-05,0.0002957261308109,0.0001861428571428,0.000146,0.0001135,0.0002415,0.0001190426094184,0.000156375,-2.45e-05,-3.925e-05,0.000369,0.0002752562118152,0.000205923076923,4.8e-05,3.2e-05,0.000296,0.0002369699212764,-7.529181753371558e-22,-4e-06,-2.175e-05,1.875e-05,3.5656861397294665e-05,5.5777777777777775e-05,3.1e-05,-3.7e-05,8.2e-05,0.0001343054147994,2.1e-05,2.7e-05,2.4e-05,3e-05,2.1540659228538017e-05,4.86875e-05,5e-07,-2.575e-05,4.475e-05,0.0001483966391128
0b368dc281d8fec53d8ecaa40d0f35eb,1,2,0.0001286,3.3e-05,1.25e-05,0.00018,0.0002156262639714,0.000164,8.35e-05,3.675e-05,0.00029925,0.0001582220661672,0.000192375,0.0,-2.45e-05,0.00020575,0.0003660626312531,8.375e-05,2e-05,1.325e-05,0.000112,0.0001389213206578,0.0001643999999999,4.1e-05,-7.000000000000001e-06,9.7e-05,0.0003085303411798,0.0001134,1.3e-05,-4.4e-05,0.00011325,0.000245337952855,6.354545454545454e-05,3.3e-05,0.0,6.3e-05,0.0001062462833574,0.0001199999999999,8.400000000000001e-05,0.0,0.000169,0.0001488562454792
0b368dc281d8fec53d8ecaa40d0f35eb,2,1,0.0002727692307692,0.0,-3.6e-05,0.000506,0.0004305957411629,0.0002084666666666,0.000136,4.15e-05,0.00036,0.0002114713309399,2.34e-05,-3.35e-05,-4.6e-05,-1.65e-05,0.0001948453517821,8.876923076923078e-05,9e-06,0.0,0.000201,0.0001627852132136,0.0001495714285714,1.5e-05,-2.625e-05,7.925e-05,0.0003486035249139,-8.000000000000001e-06,-1.05e-05,-3.575e-05,8e-06,4.79314987396448e-05,4.175e-05,4e-05,2.5e-05,4.925e-05,3.278392463213815e-05,3.909999999999999e-05,1.45e-05,-1.5e-05,3.225e-05,0.0001243737575976
0b368dc281d8fec53d8ecaa40d0f35eb,2,2,7.845454545454545e-05,4.2e-05,2.15e-05,0.000132,8.61827867225975e-05,0.0001201428571428,8.8e-05,5.7e-05,0.000128,0.0001048513687264,0.0001114,2e-05,2.25e-06,4.4e-05,0.0002303577893432,0.0001637333333333,6.5e-05,3.15e-05,0.0001475,0.0002367963159301,6.01e-05,7.85e-05,-1.2e-05,0.00012775,7.622401196473458e-05,-1e-05,0.0,-2.35e-05,8.5e-06,3.3151168908501553e-05,1.95e-05,2.5e-05,2.2500000000000005e-06,4.225e-05,4.211492213772532e-05,5.7428571428571426e-05,1.9e-05,-6.75e-06,7.999999999999999e-05,0.0001433643632823
0b368dc281d8fec53d8ecaa40d0f35eb,3,1,0.0002202666666666,5.7e-05,-1.8e-05,0.0003945,0.0003323897167626,0.0001681111111111,6.6e-05,2.1e-05,9.3e-05,0.0002982069098983,0.0001357777777777,0.0,-1.4e-05,8.8e-05,0.0002756151201303,1.4600000000000004e-05,1.7e-05,-1.6e-05,3.1e-05,4.637132734783424e-05,9.266666666666668e-05,5.6000000000000006e-05,-3.025e-05,9.8e-05,0.0001866994018915,0.0001392,2.75e-05,-1.925e-05,4.625e-05,0.0003093433188043,2.2e-05,1.4e-05,-2.4e-05,3.2e-05,7.166937979360502e-05,6.533333333333333e-05,3.1e-05,0.0,5.6e-05,0.0001535952473223
0b368dc281d8fec53d8ecaa40d0f35eb,3,2,0.0001833333333333,3.9e-05,0.0,0.000153,0.0003101414999641,6.491666666666667e-05,4.45e-05,2.725e-05,7.500000000000001e-05,7.813096037869348e-05,3.9899999999999994e-05,-2.65e-05,-3.75e-05,-1e-05,0.0002182635766427,8.3125e-05,2.5e-05,0.0,8.825e-05,0.0001854198389241,5.736363636363636e-05,4e-05,-3.15e-05,0.0001284999999999,0.0001144414896156,9.925e-05,-1.2e-05,-4.6e-05,3.375e-05,0.0003340601956021,1.633333333333334e-05,-8e-06,-2.35e-05,2.85e-05,6.285751082143379e-05,0.0001145,1.55e-05,0.0,6.125e-05,0.0002383780420028
0b3f2442320cf16d3e7e5ddd1a56820d,1,1,0.0001420909090909,8e-06,-1.5e-06,0.00035,0.0002088302921251,0.0002438,6.65e-05,1.275e-05,0.0004175,0.0003337423490592,4.69e-05,0.0,-7.5e-07,4.000000000000001e-06,0.0001448381855727,0.0002495,6.5e-06,5e-07,0.00037775,0.0004110667828954,1.1916666666666667e-05,7.875e-06,-7.45625e-05,3.525e-05,0.0001392724433395,0.0001144999999999,4e-06,0.0,0.0001185,0.0002236984577506,0.0001838333333333,0.000113,1.25e-06,0.0003815,0.0002147961048684,0.0001403333333333,6e-06,2.5e-06,0.0002109999999999,0.0002387599910649
0b3f2442320cf16d3e7e5ddd1a56820d,1,2,-0.000198909090909,-2.9e-05,-0.0004225,2e-06,0.0002294643565111,0.0004256666666666,0.000506,1e-06,0.000512,0.0003632323636461,-0.0001022499999999,-2.5e-06,-0.00010425,-5e-07,0.0002018437927375,0.0007365,0.0007365,0.00063225,0.00084075,0.0002948635277547,-1.8e-05,-2e-06,-2.7e-05,-1e-06,2.946183972531247e-05,-2.7500000000000004e-06,0.0,-5e-06,2.25e-06,1.2257650672131263e-05,0.0002173333333333,0.00022,1.95e-05,0.00041675,0.0002183333842239,1.6666666666666665e-06,1e-06,1e-06,2e-06,1.1547005383792516e-06
0b3f2442320cf16d3e7e5ddd1a56820d,2,1,5.8714285714285714e-05,0.0,-4e-06,1.6000000000000003e-05,0.0001621477867931,0.0003934285714285,0.000393,1.45e-05,0.0006625,0.0004214723625351,1.0750000000000004e-05,-1.4e-05,-0.000133,0.0001297499999999,0.0003671124941122,0.0002367499999999,0.0002135,2.25e-06,0.000448,0.0002744587097057,-6.433333333333333e-05,5e-06,-0.00029825,1.05e-05,0.0003236230317308,1.1666666666666666e-06,1e-06,2.5e-07,1.75e-06,1.1690451944500125e-06,8.26e-05,1e-06,0.0,8e-06,0.0001796991930977,5.666666666666667e-06,1e-06,5e-07,8.5e-06,8.9628864398325e-06
0b3f2442320cf16d3e7e5ddd1a56820d,2,2,7.266666666666667e-05,-5e-07,-3.5000000000000004e-06,8.25e-06,0.0001806957932464,0.0002188888888888,1.2e-05,0.0,0.000449,0.0002577078988139,0.000178,3e-06,0.0,0.000438,0.0002428651889423,0.0004022857142857,0.000436,0.00043,0.0004935,0.0001811681670766,0.000103,1.5e-06,0.0,0.0001045,0.0002040049019018,0.0001493333333333,8e-06,4e-06,0.000224,0.0002517564961095,0.0002166666666666,0.0002179999999999,8.5e-06,0.00041775,0.0002281540415304,2e-06,2e-06,1.5e-06,2.5e-06,1.4142135623730952e-06
0b3f2442320cf16d3e7e5ddd1a56820d,3,1,-4.0900000000000005e-05,0.0,-5.5e-06,8.25e-06,0.0001353271345049,0.0002008333333333,3e-06,7.5e-07,0.00045,0.0003088089484886,8.454545454545459e-06,0.0,-5.650000000000001e-05,2.55e-05,0.0001913365431047,0.0003183333333333,0.000243,3.5000000000000004e-06,0.0004885,0.0003809586154251,2.7e-05,2.7e-05,2.7e-05,2.7e-05,0.0,-2.2000000000000005e-06,0.0,0.0,5.5e-06,2.037318499073394e-05,6.025e-05,5e-06,3e-06,1.75e-05,0.0001458548691581,1.7666666666666668e-05,3e-06,1.5e-06,2.65e-05,2.804163571073081e-05
0b3f2442320cf16d3e7e5ddd1a56820d,3,2,9.94e-05,9e-06,-7.5e-07,6.55e-05,0.0001799198587025,0.0002926249999999,0.0002215,3.25e-06,0.00047425,0.0003407814286941,6.85e-05,-5e-07,-2.5e-06,2.25e-06,0.0001702571584398,0.0003886738095238,0.0003271,0.0002137,0.0005296999999999,0.0003085031605715,1.1916666666666667e-05,7.875e-06,-7.45625e-05,3.525e-05,0.0001392724433395,4e-06,3e-06,0.0,8e-06,4.301162633521313e-06,8.96e-05,0.0,0.0,5e-06,0.0001975684691442,0.0002165,0.0002165,0.00010825,0.00032475,0.0003061772362537
1770934ad1b91344c763822588694de5,1,1,0.0001644,6.75e-05,4.8249999999999994e-05,9.025e-05,0.0002327904159921,0.0002208,0.000141,5.925e-05,0.000193,0.0002719468085245,5.6125e-05,3.2500000000000004e-05,1.9e-05,5.775e-05,5.8902916493401e-05,0.0001565,8.2e-05,4.675e-05,0.000169,0.0001867178230768,0.0001402857142857,6.1000000000000005e-05,3.2e-05,0.0001407499999999,0.000171050342824,8.57e-05,5.4e-05,3.45e-05,7.675e-05,0.0001096803942775,8.400000000000001e-05,8.3e-05,5.5e-05,0.000104,3.841874542459709e-05,0.0001495263157894,7.2e-05,4.0499999999999995e-05,0.000123,0.0001922476320966
1770934ad1b91344c763822588694de5,1,2,5.5400000000000005e-05,5.45e-05,2.05e-05,7.5e-05,3.918106118465343e-05,3.555555555555556e-05,8e-06,-1.6e-05,9.2e-05,5.691904582631176e-05,4.014285714285714e-05,3.9e-05,2.65e-05,4.65e-05,3.079734063967521e-05,0.0001641818181818,0.000167,7.25e-05,0.0002154999999999,0.0001321906336937,0.0001033529411764,3.7e-05,2.5e-05,0.000103,0.0001342008481607,3.4750000000000004e-05,3.4e-05,3.025e-05,4.275e-05,1.504042172661012e-05,7.3e-05,7.55e-05,6.55e-05,8.300000000000001e-05,1.816590212458495e-05,6.914285714285715e-05,3.45e-05,1.9e-05,6.625e-05,0.0001069729348536
1770934ad1b91344c763822588694de5,2,1,0.0001749333333333,0.000162,7.649999999999999e-05,0.0002275,0.0001296492337405,3.625e-05,3.1e-05,4.999999999999994e-07,6.675e-05,5.348753748927564e-05,3.8375e-05,3.0500000000000003e-05,-1.625e-05,5.650000000000001e-05,6.496578769959286e-05,7.3e-05,4.9e-05,4.2e-05,9e-05,5.375406961337904e-05,4.353846153846154e-05,2.4e-05,1.5e-05,4.7e-05,6.009383687841234e-05,2.5166666666666667e-05,2.05e-05,1.15e-05,2.725e-05,2.1710980324864807e-05,0.000111,8.9e-05,4.9e-05,0.000153,7.745482554366772e-05,5.15e-05,3.75e-05,1.8e-05,6.424999999999999e-05,5.11554944789376e-05
1770934ad1b91344c763822588694de5,2,2,8.452941176470589e-05,2.4e-05,1.5e-05,5.4e-05,0.0001554550247045,7.899999999999999e-06,-1.4e-05,-3.55e-05,3e-05,6.457803204048744e-05,8.181818181818183e-06,8e-06,-3e-06,2.3e-05,2.1535172076480753e-05,9.45833333333333e-05,4.2e-05,2.175e-05,5.175e-05,0.0001969238239122,1.6454545454545455e-05,1.8e-05,1e-05,2.75e-05,1.7218383410550694e-05,4.736363636363636e-05,2.4e-05,9.5e-06,6.85e-05,5.67789973974052e-05,6.34e-05,6.6e-05,3.85e-05,9.125e-05,3.777182959708348e-05,8.788888888888888e-05,6.2e-05,3.9e-05,7.725e-05,0.0001264361679867
1770934ad1b91344c763822588694de5,3,1,0.0001731176470588,5.6e-05,3.8e-05,8.8e-05,0.0002685137059706,8.254545454545454e-05,7.5e-05,5.499999999999998e-06,0.0001599999999999,9.384280860712092e-05,4.239999999999999e-05,2.05e-05,1.1e-05,2.925e-05,7.945956344092398e-05,0.0001025833333333,8.45e-05,3.775e-05,0.000177,9.357491732037572e-05,0.0001115454545454,2.4e-05,4.499999999999999e-06,9.2e-05,0.0002409623886154,0.0001252222222222,5e-05,2.7e-05,7e-05,0.000246175129622,7.83e-05,7.999999999999999e-05,4.775e-05,9.95e-05,5.894828241772613e-05,0.0001759375,6.85e-05,3.65e-05,0.000147,0.0002550987962208
1770934ad1b91344c763822588694de5,3,2,8.435000000000002e-05,4.9e-05,3.425e-05,8.9e-05,0.000101970209788,7.68e-05,4.999999999999999e-07,-1.8e-05,0.000152,0.0001252267277115,1.9666666666666662e-05,1.5e-05,-9e-06,4.8e-05,2.9597297173897484e-05,7.957142857142856e-05,4.9e-05,2.6e-05,0.00012,9.091728318066031e-05,4.625e-05,1.9e-05,8.75e-06,3.775e-05,8.522401852373151e-05,5.9888888888888886e-05,3.9e-05,2.9e-05,7.2e-05,5.709957189954327e-05,0.000245625,0.000145,5.85e-05,0.00034775,0.0002646755088783,0.0001163888888888,4.95e-05,2.375e-05,0.00014025,0.0001699526366162
2b1276338fe225d4eaec3ba139659c35,1,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2b1276338fe225d4eaec3ba139659c35,1,2,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2b1276338fe225d4eaec3ba139659c35,2,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2b1276338fe225d4eaec3ba139659c35,2,2,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2b1276338fe225d4eaec3ba139659c35,3,1,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2b1276338fe225d4eaec3ba139659c35,3,2,0.0001004902609868,6.461666666666666e-05,3.282083333333333e-05,0.0001164479166666,0.0001250641195581,0.0002716328019585,0.000202425,0.0001327041666666,0.0003469708333333,0.0002143607789553,8.792909526853384e-05,6.819583333333334e-05,4.888124999999999e-05,9.989375e-05,8.162821337534548e-05,0.0002561209520252,0.0001909133333333,0.0001165870833333,0.0003421704166666,0.0002132185388413,9.240071893028444e-05,6.176041666666666e-05,3.338020833333333e-05,0.0001022333333333,0.0001087403136106,8.832635593021817e-05,6.17e-05,3.686041666666667e-05,9.962083333333333e-05,9.681267002763053e-05,0.0001248696033496,0.0001015166666666,6.853749999999999e-05,0.0001500604166666,9.630081056729034e-05,0.0001318157653182,0.0001006916666666,7.193541666666667e-05,0.0001511770833333,0.0001074576906118
2d94fed3d99ee3fa9d56e8b9896c7c51,1,1,8.73e-05,3.2e-05,0.0,8.875e-05,0.000196302156998,0.0002710769230769,0.000113,8.1e-05,0.000272,0.0003130576255628,-1.692857142857143e-05,-3.2e-05,-7.225000000000001e-05,1e-06,6.921034191919174e-05,0.0003143636363636,0.000273,0.0001199999999999,0.0004485,0.0002016825588529,4.576190476190477e-05,1.6e-05,0.0,6.4e-05,0.0001019185482441,6.146153846153846e-05,6.4e-05,0.0,8.1e-05,6.518769743928602e-05,5.84e-05,4.8e-05,4.7e-05,7.950000000000001e-05,3.677693376483224e-05,5.045454545454546e-05,4.8e-05,2.4e-05,7.2e-05,4.704968360438493e-05
